ASSIGNMENT_ID,EXERCISE_ID,FINISHED_AT
1007,11,NULL
1007,12,NULL
1008,1,2017/5/28 8:29
1008,2,2017/5/28 14:01
1008,3,2017/5/28 19:33
1008,4,2017/5/29 1:05
1008,5,2017/5/29 6:37
1008,6,2017/5/29 12:09
1008,7,2017/5/29 17:41
1008,8,NULL
1008,9,NULL
1008,10,NULL
1008,11,NULL
1008,12,NULL
1009,1,2017/5/20 23:49
1009,2,2017/5/21 21:24
1009,3,2017/5/22 19:00
1009,4,2017/5/23 16:36
1009,5,2017/5/24 14:12
1009,6,2017/5/25 11:47
1009,7,2017/5/26 9:23
1009,8,2017/5/27 6:59
1009,9,2017/5/28 4:35
1009,10,NULL
1009,11,NULL
1009,12,NULL
1010,1,2017/5/20 14:10
1010,2,2017/5/21 12:38
1010,3,2017/5/22 11:07
1010,4,2017/5/23 9:35
1010,5,2017/5/24 8:03
1010,6,2017/5/25 6:32
1010,7,2017/5/26 5:00
1010,8,2017/5/27 3:29
1010,9,2017/5/28 1:57
1010,10,2017/5/29 0:25
1010,11,2017/5/29 22:54
1010,12,2017/5/30 21:22
1011,1,2017/5/30 4:40
1011,2,2017/5/30 6:11
1011,3,2017/5/30 7:42
1011,4,2017/5/30 9:13
1011,5,NULL
1011,6,NULL
1011,7,NULL
1011,8,NULL
1011,9,NULL
1011,10,NULL
1011,11,NULL
1011,12,NULL
1012,1,2017/5/21 11:54
1012,2,2017/5/22 8:24
1012,3,2017/5/23 4:54
1012,4,2017/5/24 1:23
1012,5,2017/5/24 21:53
1012,6,2017/5/25 18:23
1012,7,2017/5/26 14:53
1012,8,2017/5/27 11:23
1012,9,2017/5/28 7:53
1012,10,2017/5/29 4:22
1012,11,2017/5/30 0:52
1012,12,NULL
1013,1,2017/5/28 3:03
1013,2,2017/5/28 9:05
1013,3,2017/5/28 15:07
1013,4,2017/5/28 21:08
1013,5,2017/5/29 3:10
1013,6,2017/5/29 9:12
1013,7,2017/5/29 15:14
1013,8,2017/5/29 21:15
1013,9,NULL
1013,10,NULL
1013,11,NULL
1013,12,NULL
1014,1,2017/5/25 0:11
1014,2,2017/5/25 13:01
1014,3,2017/5/26 1:51
1014,4,2017/5/26 14:41
1014,5,2017/5/27 3:31
1014,6,NULL
1014,7,NULL
1014,8,NULL
1014,9,NULL
1014,10,NULL
1014,11,NULL
1014,12,NULL
1015,1,2017/5/29 3:45
1015,2,2017/5/29 7:32
1015,3,2017/5/29 11:19
1015,4,2017/5/29 15:06
1015,5,2017/5/29 18:53
1015,6,2017/5/29 22:40
1015,7,2017/5/30 2:27
1015,8,2017/5/30 6:14
1015,9,2017/5/30 10:01
1015,10,NULL
1015,11,NULL
1015,12,NULL
1016,1,NULL
1016,2,NULL
1016,3,NULL
1016,4,NULL
1016,5,NULL
1016,6,NULL
1016,7,NULL
1016,8,NULL
1016,9,NULL
1016,10,NULL
1016,11,NULL
1016,12,NULL
1017,1,2017/5/23 6:18
1017,2,2017/5/23 22:56
1017,3,2017/5/24 15:35
1017,4,2017/5/25 8:14
1017,5,2017/5/26 0:52
1017,6,2017/5/26 17:31
1017,7,2017/5/27 10:09
1017,8,2017/5/28 2:48
1017,9,2017/5/28 19:26
1017,10,NULL
1017,11,NULL
1017,12,NULL
1018,1,2017/5/29 20:14
1018,2,2017/5/29 22:31
1018,3,2017/5/30 0:48
1018,4,2017/5/30 3:06
1018,5,2017/5/30 5:23
1018,6,2017/5/30 7:40
1018,7,2017/5/30 9:57
1018,8,2017/5/30 12:14
1018,9,2017/5/30 14:31
1018,10,2017/5/30 16:48
1018,11,2017/5/30 19:05
1018,12,2017/5/30 21:22
1019,1,2017/5/25 17:38
1019,2,2017/5/26 4:53
1019,3,2017/5/26 16:08
1019,4,2017/5/27 3:23
1019,5,2017/5/27 14:37
1019,6,2017/5/28 1:52
1019,7,2017/5/28 13:07
1019,8,NULL
1019,9,NULL
1019,10,NULL
1019,11,NULL
1019,12,NULL
1020,1,2017/5/18 23:58
1020,2,NULL
1020,3,NULL
1020,4,NULL
1020,5,NULL
1020,6,NULL
1020,7,NULL
1020,8,NULL
1020,9,NULL
1020,10,NULL
1020,11,NULL
1020,12,NULL
1021,1,2017/5/26 19:57
1021,2,2017/5/27 4:49
1021,3,2017/5/27 13:40
1021,4,2017/5/27 22:31
1021,5,2017/5/28 7:23
1021,6,2017/5/28 16:14
1021,7,NULL
1021,8,NULL
1021,9,NULL
1021,10,NULL
1021,11,NULL
1021,12,NULL
1022,1,2017/5/30 17:29
1022,2,2017/5/30 17:50
1022,3,2017/5/30 18:11
1022,4,2017/5/30 18:33
1022,5,2017/5/30 18:54
1022,6,NULL
1022,7,NULL
1022,8,NULL
1022,9,NULL
1022,10,NULL
1022,11,NULL
1022,12,NULL
1023,1,2017/5/21 11:32
1023,2,NULL
1023,3,NULL
1023,4,NULL
1023,5,NULL
1023,6,NULL
1023,7,NULL
1023,8,NULL
1023,9,NULL
1023,10,NULL
1023,11,NULL
1023,12,NULL
1024,1,2017/5/21 11:18
1024,2,2017/5/22 7:51
1024,3,2017/5/23 4:24
1024,4,2017/5/24 0:57
1024,5,2017/5/24 21:30
1024,6,2017/5/25 18:04
1024,7,2017/5/26 14:37
1024,8,2017/5/27 11:10
1024,9,NULL
1024,10,NULL
1024,11,NULL
1024,12,NULL
1025,1,2017/5/18 4:39
1025,2,2017/5/19 8:21
1025,3,2017/5/20 12:03
1025,4,2017/5/21 15:45
1025,5,2017/5/22 19:27
1025,6,NULL
1025,7,NULL
1025,8,NULL
1025,9,NULL
1025,10,NULL
1025,11,NULL
1025,12,NULL
1026,1,2017/5/21 12:59
1026,2,2017/5/22 9:23
1026,3,2017/5/23 5:47
1026,4,2017/5/24 2:11
1026,5,2017/5/24 22:35
1026,6,NULL
1026,7,NULL
1026,8,NULL
1026,9,NULL
1026,10,NULL
1026,11,NULL
1026,12,NULL
1027,1,2017/5/28 12:22
1027,2,2017/5/28 17:33
1027,3,2017/5/28 22:43
1027,4,2017/5/29 3:54
1027,5,2017/5/29 9:05
1027,6,2017/5/29 14:16
1027,7,2017/5/29 19:27
1027,8,2017/5/30 0:38
1027,9,2017/5/30 5:49
1027,10,NULL
1027,11,NULL
1027,12,NULL
1028,1,2017/5/19 8:10
1028,2,2017/5/20 9:22
1028,3,2017/5/21 10:34
1028,4,2017/5/22 11:46
1028,5,NULL
1028,6,NULL
1028,7,NULL
1028,8,NULL
1028,9,NULL
1028,10,NULL
1028,11,NULL
1028,12,NULL
1029,1,2017/5/21 16:34
1029,2,2017/5/22 12:39
1029,3,2017/5/23 8:43
1029,4,2017/5/24 4:47
1029,5,2017/5/25 0:52
1029,6,2017/5/25 20:56
1029,7,NULL
1029,8,NULL
1029,9,NULL
1029,10,NULL
1029,11,NULL
1029,12,NULL
1030,1,NULL
1030,2,NULL
1030,3,NULL
1030,4,NULL
1030,5,NULL
1030,6,NULL
1030,7,NULL
1030,8,NULL
1030,9,NULL
1030,10,NULL
1030,11,NULL
1030,12,NULL
1031,1,NULL
1031,2,NULL
1031,3,NULL
1031,4,NULL
1031,5,NULL
1031,6,NULL
1031,7,NULL
1031,8,NULL
1031,9,NULL
1031,10,NULL
1031,11,NULL
1031,12,NULL
1032,1,2017/5/24 1:43
1032,2,2017/5/24 16:35
1032,3,2017/5/25 7:28
1032,4,2017/5/25 22:21
1032,5,2017/5/26 13:13
1032,6,2017/5/27 4:06
1032,7,2017/5/27 18:59
1032,8,2017/5/28 9:51
1032,9,2017/5/29 0:44
1032,10,2017/5/29 15:37
1032,11,2017/5/30 6:29
1032,12,2017/5/30 21:22
1033,1,2017/5/29 1:47
1033,2,2017/5/29 5:44
1033,3,2017/5/29 9:42
1033,4,2017/5/29 13:40
1033,5,2017/5/29 17:38
1033,6,2017/5/29 21:35
1033,7,2017/5/30 1:33
1033,8,NULL
1033,9,NULL
1033,10,NULL
1033,11,NULL
1033,12,NULL
1034,1,2017/5/25 20:53
1034,2,NULL
1034,3,NULL
1034,4,NULL
1034,5,NULL
1034,6,NULL
1034,7,NULL
1034,8,NULL
1034,9,NULL
1034,10,NULL
1034,11,NULL
1034,12,NULL
1035,1,2017/5/24 22:31
1035,2,2017/5/25 11:30
1035,3,2017/5/26 0:29
1035,4,2017/5/26 13:28
1035,5,2017/5/27 2:27
1035,6,NULL
1035,7,NULL
1035,8,NULL
1035,9,NULL
1035,10,NULL
1035,11,NULL
1035,12,NULL
1036,1,2017/5/22 7:58
1036,2,2017/5/23 2:39
1036,3,2017/5/23 21:19
1036,4,2017/5/24 15:59
1036,5,2017/5/25 10:40
1036,6,2017/5/26 5:20
1036,7,2017/5/27 0:00
1036,8,NULL
1036,9,NULL
1036,10,NULL
1036,11,NULL
1036,12,NULL
1037,1,2017/5/23 22:08
1037,2,2017/5/24 13:20
1037,3,2017/5/25 4:33
1037,4,2017/5/25 19:45
1037,5,2017/5/26 10:57
1037,6,2017/5/27 2:09
1037,7,2017/5/27 17:21
1037,8,2017/5/28 8:33
1037,9,NULL
1037,10,NULL
1037,11,NULL
1037,12,NULL
1038,1,NULL
1038,2,NULL
1038,3,NULL
1038,4,NULL
1038,5,NULL
1038,6,NULL
1038,7,NULL
1038,8,NULL
1038,9,NULL
1038,10,NULL
1038,11,NULL
1038,12,NULL
1039,1,2017/5/25 17:27
1039,2,2017/5/26 4:43
1039,3,2017/5/26 15:59
1039,4,2017/5/27 3:15
1039,5,NULL
1039,6,NULL
1039,7,NULL
1039,8,NULL
1039,9,NULL
1039,10,NULL
1039,11,NULL
1039,12,NULL
1040,1,2017/5/19 1:17
1040,2,2017/5/20 3:06
1040,3,2017/5/21 4:56
1040,4,NULL
1040,5,NULL
1040,6,NULL
1040,7,NULL
1040,8,NULL
1040,9,NULL
1040,10,NULL
1040,11,NULL
1040,12,NULL
1041,1,2017/5/21 19:36
1041,2,NULL
1041,3,NULL
1041,4,NULL
1041,5,NULL
1041,6,NULL
1041,7,NULL
1041,8,NULL
1041,9,NULL
1041,10,NULL
1041,11,NULL
1041,12,NULL
1042,1,2017/5/21 0:58
1042,2,2017/5/21 22:28
1042,3,2017/5/22 19:57
1042,4,2017/5/23 17:27
1042,5,2017/5/24 14:56
1042,6,2017/5/25 12:26
1042,7,2017/5/26 9:55
1042,8,NULL
1042,9,NULL
1042,10,NULL
1042,11,NULL
1042,12,NULL
1043,1,2017/5/20 4:41
1043,2,2017/5/21 4:01
1043,3,2017/5/22 3:21
1043,4,2017/5/23 2:41
1043,5,2017/5/24 2:01
1043,6,2017/5/25 1:22
1043,7,2017/5/26 0:42
1043,8,2017/5/27 0:02
1043,9,2017/5/27 23:22
1043,10,2017/5/28 22:42
1043,11,2017/5/29 22:02
1043,12,NULL
1044,1,2017/5/22 7:56
1044,2,2017/5/23 2:37
1044,3,2017/5/23 21:17
1044,4,2017/5/24 15:58
1044,5,2017/5/25 10:38
1044,6,2017/5/26 5:19
1044,7,2017/5/26 23:59
1044,8,2017/5/27 18:40
1044,9,2017/5/28 13:21
1044,10,2017/5/29 8:01
1044,11,2017/5/30 2:42
1044,12,NULL
1045,1,2017/5/28 3:10
1045,2,2017/5/28 9:11
1045,3,2017/5/28 15:12
1045,4,2017/5/28 21:13
1045,5,2017/5/29 3:14
1045,6,2017/5/29 9:15
1045,7,2017/5/29 15:17
1045,8,2017/5/29 21:18
1045,9,2017/5/30 3:19
1045,10,2017/5/30 9:20
1045,11,2017/5/30 15:21
1045,12,2017/5/30 21:22
1046,1,2017/5/18 14:03
1046,2,2017/5/19 16:54
1046,3,2017/5/20 19:44
1046,4,2017/5/21 22:35
1046,5,NULL
1046,6,NULL
1046,7,NULL
1046,8,NULL
1046,9,NULL
1046,10,NULL
1046,11,NULL
1046,12,NULL
1047,1,2017/5/29 14:39
1047,2,2017/5/29 17:26
1047,3,2017/5/29 20:14
1047,4,NULL
1047,5,NULL
1047,6,NULL
1047,7,NULL
1047,8,NULL
1047,9,NULL
1047,10,NULL
1047,11,NULL
1047,12,NULL
1048,1,2017/5/24 10:19
1048,2,2017/5/25 0:25
1048,3,2017/5/25 14:31
1048,4,2017/5/26 4:36
1048,5,2017/5/26 18:42
1048,6,2017/5/27 8:48
1048,7,2017/5/27 22:53
1048,8,2017/5/28 12:59
1048,9,2017/5/29 3:05
1048,10,2017/5/29 17:11
1048,11,NULL
1048,12,NULL
1049,1,2017/5/25 4:13
1049,2,NULL
1049,3,NULL
1049,4,NULL
1049,5,NULL
1049,6,NULL
1049,7,NULL
1049,8,NULL
1049,9,NULL
1049,10,NULL
1049,11,NULL
1049,12,NULL
1050,1,2017/5/25 5:31
1050,2,2017/5/25 17:52
1050,3,2017/5/26 6:13
1050,4,2017/5/26 18:34
1050,5,2017/5/27 6:55
1050,6,2017/5/27 19:16
1050,7,2017/5/28 7:37
1050,8,NULL
1050,9,NULL
1050,10,NULL
1050,11,NULL
1050,12,NULL
1051,1,2017/5/27 7:04
1051,2,2017/5/27 14:55
1051,3,2017/5/27 22:46
1051,4,2017/5/28 6:36
1051,5,2017/5/28 14:27
1051,6,2017/5/28 22:18
1051,7,2017/5/29 6:08
1051,8,2017/5/29 13:59
1051,9,2017/5/29 21:50
1051,10,2017/5/30 5:41
1051,11,2017/5/30 13:31
1051,12,2017/5/30 21:22
1052,1,NULL
1052,2,NULL
1052,3,NULL
1052,4,NULL
1052,5,NULL
1052,6,NULL
1052,7,NULL
1052,8,NULL
1052,9,NULL
1052,10,NULL
1052,11,NULL
1052,12,NULL
1053,1,2017/5/22 18:56
1053,2,2017/5/23 12:37
1053,3,2017/5/24 6:17
1053,4,2017/5/24 23:58
1053,5,2017/5/25 17:38
1053,6,2017/5/26 11:19
1053,7,2017/5/27 4:59
1053,8,2017/5/27 22:40
1053,9,2017/5/28 16:20
1053,10,2017/5/29 10:01
1053,11,2017/5/30 3:42
1053,12,NULL
1054,1,2017/5/24 17:57
1054,2,2017/5/25 7:21
1054,3,2017/5/25 20:45
1054,4,2017/5/26 10:09
1054,5,2017/5/26 23:33
1054,6,2017/5/27 12:58
1054,7,2017/5/28 2:22
1054,8,2017/5/28 15:46
1054,9,2017/5/29 5:10
1054,10,NULL
1054,11,NULL
1054,12,NULL
1055,1,2017/5/26 16:26
1055,2,2017/5/27 1:36
1055,3,2017/5/27 10:47
1055,4,2017/5/27 19:57
1055,5,2017/5/28 5:08
1055,6,2017/5/28 14:19
1055,7,NULL
1055,8,NULL
1055,9,NULL
1055,10,NULL
1055,11,NULL
1055,12,NULL
1056,1,2017/5/29 10:35
1056,2,2017/5/29 13:45
1056,3,2017/5/29 16:55
1056,4,2017/5/29 20:05
1056,5,2017/5/29 23:14
1056,6,2017/5/30 2:24
1056,7,2017/5/30 5:34
1056,8,2017/5/30 8:43
1056,9,2017/5/30 11:53
1056,10,2017/5/30 15:03
1056,11,2017/5/30 18:12
1056,12,NULL
1057,1,2017/5/20 4:14
1057,2,2017/5/21 3:37
1057,3,2017/5/22 2:59
1057,4,2017/5/23 2:22
1057,5,2017/5/24 1:44
1057,6,2017/5/25 1:07
1057,7,2017/5/26 0:29
1057,8,2017/5/26 23:52
1057,9,2017/5/27 23:14
1057,10,2017/5/28 22:37
1057,11,2017/5/29 22:00
1057,12,2017/5/30 21:22
1058,1,2017/5/25 8:06
1058,2,NULL
1058,3,NULL
1058,4,NULL
1058,5,NULL
1058,6,NULL
1058,7,NULL
1058,8,NULL
1058,9,NULL
1058,10,NULL
1058,11,NULL
1058,12,NULL
1059,1,NULL
1059,2,NULL
1059,3,NULL
1059,4,NULL
1059,5,NULL
1059,6,NULL
1059,7,NULL
1059,8,NULL
1059,9,NULL
1059,10,NULL
1059,11,NULL
1059,12,NULL
1060,1,2017/5/28 19:38
1060,2,2017/5/29 0:09
1060,3,2017/5/29 4:41
1060,4,2017/5/29 9:12
1060,5,NULL
1060,6,NULL
1060,7,NULL
1060,8,NULL
1060,9,NULL
1060,10,NULL
1060,11,NULL
1060,12,NULL
1061,1,2017/5/18 5:55
1061,2,2017/5/19 9:31
1061,3,2017/5/20 13:06
1061,4,2017/5/21 16:41
1061,5,2017/5/22 20:16
1061,6,2017/5/23 23:51
1061,7,2017/5/25 3:26
1061,8,2017/5/26 7:02
1061,9,2017/5/27 10:37
1061,10,2017/5/28 14:12
1061,11,2017/5/29 17:47
1061,12,NULL
1062,1,2017/5/20 9:32
1062,2,2017/5/21 8:26
1062,3,2017/5/22 7:20
1062,4,2017/5/23 6:13
1062,5,2017/5/24 5:07
1062,6,2017/5/25 4:00
1062,7,2017/5/26 2:54
1062,8,2017/5/27 1:48
1062,9,2017/5/28 0:41
1062,10,NULL
1062,11,NULL
1062,12,NULL
1063,1,2017/5/28 18:42
1063,2,2017/5/28 23:19
1063,3,2017/5/29 3:55
1063,4,2017/5/29 8:31
1063,5,2017/5/29 13:08
1063,6,2017/5/29 17:44
1063,7,2017/5/29 22:20
1063,8,2017/5/30 2:57
1063,9,2017/5/30 7:33
1063,10,2017/5/30 12:09
1063,11,2017/5/30 16:46
1063,12,NULL
1064,1,2017/5/24 2:21
1064,2,2017/5/24 17:10
1064,3,2017/5/25 7:59
1064,4,2017/5/25 22:48
1064,5,2017/5/26 13:38
1064,6,NULL
1064,7,NULL
1064,8,NULL
1064,9,NULL
1064,10,NULL
1064,11,NULL
1064,12,NULL
1065,1,2017/5/22 16:38
1065,2,2017/5/23 10:31
1065,3,2017/5/24 4:25
1065,4,2017/5/24 22:18
1065,5,2017/5/25 16:11
1065,6,2017/5/26 10:04
1065,7,2017/5/27 3:57
1065,8,NULL
1065,9,NULL
1065,10,NULL
1065,11,NULL
1065,12,NULL
1066,1,NULL
1066,2,NULL
1066,3,NULL
1066,4,NULL
1066,5,NULL
1066,6,NULL
1066,7,NULL
1066,8,NULL
1066,9,NULL
1066,10,NULL
1066,11,NULL
1066,12,NULL
1067,1,2017/5/27 0:11
1067,2,2017/5/27 8:40
1067,3,2017/5/27 17:08
1067,4,2017/5/28 1:36
1067,5,2017/5/28 10:04
1067,6,NULL
1067,7,NULL
1067,8,NULL
1067,9,NULL
1067,10,NULL
1067,11,NULL
1067,12,NULL
1068,1,NULL
1068,2,NULL
1068,3,NULL
1068,4,NULL
1068,5,NULL
1068,6,NULL
1068,7,NULL
1068,8,NULL
1068,9,NULL
1068,10,NULL
1068,11,NULL
1068,12,NULL
1069,1,2017/5/26 14:04
1069,2,2017/5/26 23:27
1069,3,2017/5/27 8:51
1069,4,2017/5/27 18:14
1069,5,2017/5/28 3:38
1069,6,2017/5/28 13:01
1069,7,2017/5/28 22:25
1069,8,2017/5/29 7:48
1069,9,2017/5/29 17:12
1069,10,2017/5/30 2:35
1069,11,2017/5/30 11:59
1069,12,NULL
1070,1,2017/5/20 16:12
1070,2,2017/5/21 14:30
1070,3,NULL
1070,4,NULL
1070,5,NULL
1070,6,NULL
1070,7,NULL
1070,8,NULL
1070,9,NULL
1070,10,NULL
1070,11,NULL
1070,12,NULL
1071,1,2017/5/18 6:38
1071,2,2017/5/19 10:09
1071,3,2017/5/20 13:40
1071,4,2017/5/21 17:12
1071,5,2017/5/22 20:43
1071,6,2017/5/24 0:14
1071,7,2017/5/25 3:46
1071,8,2017/5/26 7:17
1071,9,NULL
1071,10,NULL
1071,11,NULL
1071,12,NULL
1072,1,2017/5/24 1:39
1072,2,2017/5/24 16:32
1072,3,NULL
1072,4,NULL
1072,5,NULL
1072,6,NULL
1072,7,NULL
1072,8,NULL
1072,9,NULL
1072,10,NULL
1072,11,NULL
1072,12,NULL
1073,1,2017/5/30 11:54
1073,2,2017/5/30 12:45
1073,3,2017/5/30 13:37
1073,4,2017/5/30 14:29
1073,5,NULL
1073,6,NULL
1073,7,NULL
1073,8,NULL
1073,9,NULL
1073,10,NULL
1073,11,NULL
1073,12,NULL
1074,1,2017/5/26 5:38
1074,2,2017/5/26 15:48
1074,3,2017/5/27 1:57
1074,4,2017/5/27 12:07
1074,5,NULL
1074,6,NULL
1074,7,NULL
1074,8,NULL
1074,9,NULL
1074,10,NULL
1074,11,NULL
1074,12,NULL
1075,1,2017/5/18 7:01
1075,2,2017/5/19 10:31
1075,3,2017/5/20 14:00
1075,4,2017/5/21 17:29
1075,5,2017/5/22 20:58
1075,6,2017/5/24 0:27
1075,7,NULL
1075,8,NULL
1075,9,NULL
1075,10,NULL
1075,11,NULL
1075,12,NULL
1076,1,2017/5/30 18:10
1076,2,2017/5/30 18:28
1076,3,2017/5/30 18:45
1076,4,NULL
1076,5,NULL
1076,6,NULL
1076,7,NULL
1076,8,NULL
1076,9,NULL
1076,10,NULL
1076,11,NULL
1076,12,NULL
1077,1,2017/5/20 15:22
1077,2,2017/5/21 13:44
1077,3,2017/5/22 12:06
1077,4,2017/5/23 10:27
1077,5,2017/5/24 8:49
1077,6,NULL
1077,7,NULL
1077,8,NULL
1077,9,NULL
1077,10,NULL
1077,11,NULL
1077,12,NULL
1078,1,2017/5/24 9:38
1078,2,2017/5/24 23:47
1078,3,2017/5/25 13:57
1078,4,NULL
1078,5,NULL
1078,6,NULL
1078,7,NULL
1078,8,NULL
1078,9,NULL
1078,10,NULL
1078,11,NULL
1078,12,NULL
1079,1,2017/5/25 18:14
1079,2,2017/5/26 5:26
1079,3,2017/5/26 16:38
1079,4,2017/5/27 3:49
1079,5,2017/5/27 15:01
1079,6,2017/5/28 2:12
1079,7,2017/5/28 13:24
1079,8,2017/5/29 0:36
1079,9,2017/5/29 11:47
1079,10,NULL
1079,11,NULL
1079,12,NULL
1080,1,2017/5/28 4:35
1080,2,2017/5/28 10:29
1080,3,2017/5/28 16:22
1080,4,2017/5/28 22:15
1080,5,2017/5/29 4:09
1080,6,2017/5/29 10:02
1080,7,2017/5/29 15:55
1080,8,2017/5/29 21:49
1080,9,2017/5/30 3:42
1080,10,2017/5/30 9:35
1080,11,2017/5/30 15:29
1080,12,2017/5/30 21:22
1081,1,2017/5/27 23:55
1081,2,2017/5/28 6:13
1081,3,2017/5/28 12:32
1081,4,2017/5/28 18:51
1081,5,2017/5/29 1:10
1081,6,2017/5/29 7:29
1081,7,2017/5/29 13:48
1081,8,2017/5/29 20:07
1081,9,2017/5/30 2:26
1081,10,2017/5/30 8:44
1081,11,NULL
1081,12,NULL
1082,1,2017/5/22 2:11
1082,2,2017/5/22 21:23
1082,3,2017/5/23 16:35
1082,4,2017/5/24 11:47
1082,5,2017/5/25 6:59
1082,6,2017/5/26 2:10
1082,7,2017/5/26 21:22
1082,8,2017/5/27 16:34
1082,9,2017/5/28 11:46
1082,10,2017/5/29 6:58
1082,11,2017/5/30 2:10
1082,12,2017/5/30 21:22
1083,1,2017/5/18 21:16
1083,2,2017/5/19 23:28
1083,3,2017/5/21 1:39
1083,4,2017/5/22 3:50
1083,5,2017/5/23 6:02
1083,6,2017/5/24 8:13
1083,7,2017/5/25 10:25
1083,8,2017/5/26 12:36
1083,9,2017/5/27 14:48
1083,10,NULL
1083,11,NULL
1083,12,NULL
1084,1,2017/5/20 1:20
1084,2,2017/5/21 0:58
1084,3,2017/5/22 0:37
1084,4,2017/5/23 0:15
1084,5,2017/5/23 23:54
1084,6,2017/5/24 23:32
1084,7,2017/5/25 23:10
1084,8,NULL
1084,9,NULL
1084,10,NULL
1084,11,NULL
1084,12,NULL
1085,1,2017/5/27 22:32
1085,2,2017/5/28 4:58
1085,3,2017/5/28 11:25
1085,4,2017/5/28 17:51
1085,5,2017/5/29 0:17
1085,6,2017/5/29 6:44
1085,7,2017/5/29 13:10
1085,8,2017/5/29 19:37
1085,9,2017/5/30 2:03
1085,10,2017/5/30 8:29
1085,11,2017/5/30 14:56
1085,12,NULL
1086,1,2017/5/29 4:54
1086,2,2017/5/29 8:35
1086,3,2017/5/29 12:15
1086,4,2017/5/29 15:56
1086,5,2017/5/29 19:37
1086,6,2017/5/29 23:18
1086,7,2017/5/30 2:58
1086,8,2017/5/30 6:39
1086,9,2017/5/30 10:20
1086,10,2017/5/30 14:01
1086,11,2017/5/30 17:41
1086,12,2017/5/30 21:22
1087,1,2017/5/24 14:25
1087,2,2017/5/25 4:08
1087,3,2017/5/25 17:52
1087,4,2017/5/26 7:35
1087,5,2017/5/26 21:18
1087,6,2017/5/27 11:02
1087,7,2017/5/28 0:45
1087,8,2017/5/28 14:29
1087,9,2017/5/29 4:12
1087,10,2017/5/29 17:55
1087,11,NULL
1087,12,NULL
1088,1,2017/5/27 20:16
1088,2,2017/5/28 2:55
1088,3,2017/5/28 9:33
1088,4,2017/5/28 16:12
1088,5,2017/5/28 22:51
1088,6,2017/5/29 5:30
1088,7,2017/5/29 12:08
1088,8,2017/5/29 18:47
1088,9,2017/5/30 1:26
1088,10,NULL
1088,11,NULL
1088,12,NULL
1089,1,2017/5/22 17:35
1089,2,2017/5/23 11:23
1089,3,2017/5/24 5:11
1089,4,2017/5/24 22:59
1089,5,2017/5/25 16:47
1089,6,2017/5/26 10:35
1089,7,NULL
1089,8,NULL
1089,9,NULL
1089,10,NULL
1089,11,NULL
1089,12,NULL
1090,1,2017/5/27 12:08
1090,2,2017/5/27 19:31
1090,3,2017/5/28 2:54
1090,4,2017/5/28 10:17
1090,5,2017/5/28 17:40
1090,6,2017/5/29 1:03
1090,7,2017/5/29 8:26
1090,8,NULL
1090,9,NULL
1090,10,NULL
1090,11,NULL
1090,12,NULL
1091,1,2017/5/28 10:29
1091,2,2017/5/28 15:51
1091,3,2017/5/28 21:12
1091,4,2017/5/29 2:33
1091,5,2017/5/29 7:54
1091,6,2017/5/29 13:15
1091,7,2017/5/29 18:36
1091,8,2017/5/29 23:58
1091,9,2017/5/30 5:19
1091,10,2017/5/30 10:40
1091,11,NULL
1091,12,NULL
1092,1,2017/5/25 20:33
1092,2,2017/5/26 7:32
1092,3,2017/5/26 18:31
1092,4,2017/5/27 5:30
1092,5,2017/5/27 16:29
1092,6,2017/5/28 3:28
1092,7,2017/5/28 14:27
1092,8,2017/5/29 1:26
1092,9,2017/5/29 12:25
1092,10,2017/5/29 23:24
1092,11,NULL
1092,12,NULL
1093,1,2017/5/25 6:07
1093,2,2017/5/25 18:25
1093,3,2017/5/26 6:43
1093,4,2017/5/26 19:00
1093,5,2017/5/27 7:18
1093,6,2017/5/27 19:36
1093,7,2017/5/28 7:54
1093,8,NULL
1093,9,NULL
1093,10,NULL
1093,11,NULL
1093,12,NULL
1094,1,2017/5/29 1:59
1094,2,2017/5/29 5:55
1094,3,2017/5/29 9:52
1094,4,2017/5/29 13:49
1094,5,2017/5/29 17:45
1094,6,2017/5/29 21:42
1094,7,2017/5/30 1:39
1094,8,NULL
1094,9,NULL
1094,10,NULL
1094,11,NULL
1094,12,NULL
1095,1,2017/5/27 1:01
1095,2,2017/5/27 9:24
1095,3,2017/5/27 17:48
1095,4,2017/5/28 2:12
1095,5,2017/5/28 10:36
1095,6,2017/5/28 18:59
1095,7,2017/5/29 3:23
1095,8,2017/5/29 11:47
1095,9,NULL
1095,10,NULL
1095,11,NULL
1095,12,NULL
1096,1,2017/5/27 10:28
1096,2,2017/5/27 18:00
1096,3,2017/5/28 1:32
1096,4,2017/5/28 9:04
1096,5,NULL
1096,6,NULL
1096,7,NULL
1096,8,NULL
1096,9,NULL
1096,10,NULL
1096,11,NULL
1096,12,NULL
1097,1,2017/5/19 14:28
1097,2,2017/5/20 15:06
1097,3,2017/5/21 15:43
1097,4,2017/5/22 16:21
1097,5,2017/5/23 16:59
1097,6,2017/5/24 17:36
1097,7,2017/5/25 18:14
1097,8,2017/5/26 18:52
1097,9,2017/5/27 19:29
1097,10,2017/5/28 20:07
1097,11,NULL
1097,12,NULL
1098,1,2017/5/19 19:26
1098,2,2017/5/20 19:36
1098,3,2017/5/21 19:47
1098,4,2017/5/22 19:57
1098,5,2017/5/23 20:08
1098,6,2017/5/24 20:19
